,brand_ch,brand_en,cleaned_brand,sim,certain,U
218,拜維佳,,拜維佳,[],[],0
219,國際牌,,國際牌,"[('國際', 80), ('明洞國際', 57), ('頂尖國際', 57)]","[('國際', 80)]",1
220,嚕啦啦,,嚕啦啦,"[('莎啦莎啦', 57)]",[],0
221,比菲多優意思,,比菲多優意思,"[('比菲多', 67), ('比菲多質立', 55), ('比菲多乳之初', 50)]",[],0
222,麥香,,麥香,"[('香山', 50)]",[],0
223,高地卡尼,,高地卡尼,"[('高地之泉', 50)]",[],0
224,維力原祖,,維力原祖,"[('維大力', 57)]",[],0
225,沈杯杯,,沈杯杯,[],[],0
226,花王,,花王,"[('日本花王', 67), ('獅王', 50), ('味王', 50), ('王牌', 50), ('絲花', 50), ('菇王', 50), ('南王', 50), ('王朝', 50), ('大王', 50), ('花園', 50)]",[],0
227,索樂生活,,索樂生活,"[('生活', 67), ('樂活', 67), ('愛生活', 57), ('生活工場', 50), ('常春樂活', 50), ('生活良好', 50)]",[],0
228,喜樂之泉,,喜樂之泉,"[('酷之泉', 57), ('高地之泉', 50)]",[],0
229,依洛嘉,,依洛嘉,[],[],0
230,立頓,,立頓,[],[],0
231,加倍潔,,加倍潔,"[('倍潔雅', 67)]",[],0
232,日虹,,日虹,"[('日虹牌', 80), ('日清', 50), ('日象', 50), ('日虎', 50), ('日濢', 50), ('日青', 50), ('朝日', 50)]","[('日虹牌', 80)]",1
233,馬修嚴選,,馬修嚴選,"[('小魚嚴選', 50)]",[],0
234,樂天,,樂天,"[('刷樂', 50), ('樂邁', 50), ('福樂', 50), ('天文', 50), ('樂金', 50), ('泡樂', 50), ('樂活', 50), ('美樂', 50), ('天天', 50), ('樂趣', 50), ('參天', 50)]",[],0
235,古寶,,古寶,"[('古酵寶', 80), ('古寶無患子', 57), ('寶亨', 50), ('聲寶', 50), ('寶僑', 50), ('寶馬', 50), ('寶路', 50), ('鍋寶', 50), ('諾寶', 50), ('古道', 50), ('藍寶', 50), ('寶島', 50), ('培寶', 50), ('旺寶', 50), ('寶仕', 50), ('古吉', 50), ('金寶', 50), ('奇寶', 50), ('威寶', 50)]","[('古酵寶', 80)]",1
236,三得利,,三得利,[],[],0
237,萊萃美,,萊萃美,[],[],0
238,長壽,,長壽,"[('賀壽', 50), ('長庚', 50)]",[],0
239,卜蜂,,卜蜂,"[('蜂鳥', 50)]",[],0
240,香山,,香山,"[('元山', 50), ('泰山', 50), ('雪山', 50), ('麥香', 50), ('山森', 50), ('山水', 50), ('山崎', 50), ('山元', 50), ('山形', 50), ('豪山', 50), ('富山', 50), ('武山', 50), ('丸山', 50)]",[],0
241,好立善,,好立善,[],[],0
242,山森,,山森,"[('元山', 50), ('泰山', 50), ('雪山', 50), ('香山', 50), ('山水', 50), ('森潤', 50), ('山崎', 50), ('山元', 50), ('山形', 50), ('豪山', 50), ('富山', 50), ('武山', 50), ('丸山', 50)]",[],0
243,邁士,,邁士,"[('樂邁', 50), ('富士', 50)]",[],0
244,鷹記維他,,鷹記維他,"[('維他麥', 57), ('愛維他', 57), ('維他露', 57), ('維他盒子', 50)]",[],0
245,白人,,白人,"[('白鴿', 50), ('黑人', 50), ('白雪', 50), ('麗白', 50), ('白象', 50)]",[],0
246,優活,,優活,"[('優活力', 80), ('優生', 50), ('生活', 50), ('樂活', 50), ('優品', 50), ('優柏', 50), ('活力', 50), ('優護', 50)]","[('優活力', 80)]",1
247,冷泡茶,,冷泡茶,[],[],0
248,味王,,味王,"[('味王麵', 80), ('日本味王', 67), ('味全', 50), ('味丹', 50), ('獅王', 50), ('花王', 50), ('王牌', 50), ('新味', 50), ('厝味', 50), ('味榮', 50), ('菇王', 50), ('南王', 50), ('王朝', 50), ('大王', 50), ('鋒味', 50), ('和味', 50)]","[('味王麵', 80)]",1
249,沛綠雅,,沛綠雅,[],[],0
250,落建,,落建,"[('建銓', 50)]",[],0
251,萬寶路,,萬寶路,"[('寶路', 80)]","[('寶路', 80)]",1
252,芊柔,,芊柔,"[('詩柔', 50)]",[],0
253,無印良品,,無印良品,[],[],0
254,四葉,,四葉,"[('四季', 50), ('輝葉', 50), ('楓葉', 50)]",[],0
255,隨緣,,隨緣,"[('綺緣', 50)]",[],0
256,生活,,生活,"[('愛生活', 80), ('索樂生活', 67), ('生活工場', 67), ('生活良好', 67), ('嬌生', 50), ('優生', 50), ('新生', 50), ('優活', 50), ('樂活', 50), ('活力', 50), ('民生', 50)]","[('愛生活', 80)]",1
257,橘子工坊,,橘子工坊,"[('酵速工坊', 50), ('柑橘王子', 50), ('蜜蜂工坊', 50)]",[],0
258,靠得住,,靠得住,[],[],0
259,福樂自然零,,福樂自然零,"[('自然零', 75), ('福樂', 57), ('自然派', 50), ('饅自然', 50)]",[],0
260,石頭科技,,石頭科技,[],[],0
261,淬釀,,淬釀,[],[],0
262,愛可妮,,愛可妮,[],[],0
263,威德,,威德,"[('百威', 50), ('勁威', 50), ('威仕', 50), ('德記', 50), ('威寶', 50)]",[],0
264,享溫馨,,享溫馨,[],[],0
265,阿舍食堂,,阿舍食堂,"[('食芋堂', 57), ('御膳食堂', 50), ('深夜食堂', 50)]",[],0
266,健康廚房,,健康廚房,"[('健康力', 57), ('蒸健康', 57), ('健康曙光', 50), ('健康快遞', 50), ('活力廚房', 50), ('健康物語', 50), ('每朝健康', 50), ('健康總匯', 50), ('愛伊健康', 50), ('狗子廚房', 50)]",[],0
267,相模,,相模,[],[],0
268,數位,,數位,[],[],0
269,熊野,,熊野,[],[],0
270,飲冰室茶集,,飲冰室茶集,[],[],0
271,莫凡彼,,莫凡彼,[],[],0
272,安安,,安安,"[('小安安', 80), ('泰安', 50), ('安田', 50), ('安雅', 50), ('安親', 50), ('安爽', 50)]","[('小安安', 80)]",1
273,雷雪,,雷雪,"[('雪坊', 50), ('雪山', 50), ('雷峰', 50), ('雪比', 50), ('白雪', 50)]",[],0
274,舒味思,,舒味思,[],[],0
275,一匙靈,,一匙靈,[],[],0
276,輕鬆小品,,輕鬆小品,[],[],0
277,高大鮮乳,,高大鮮乳,"[('光泉鮮乳', 50), ('初鹿鮮乳', 50)]",[],0
278,大乾麵,,大乾麵,"[('大甲乾麵', 86), ('巷口乾麵', 57)]","[('大甲乾麵', 86)]",1
279,丸莊,,丸莊,"[('丸金', 50), ('丸秀', 50), ('丸進', 50), ('丸山', 50), ('丸友', 50)]",[],0
280,風騰,,風騰,"[('春風', 50), ('惠騰', 50), ('風格', 50), ('國騰', 50), ('勳風', 50)]",[],0
281,采媚,,采媚,"[('采緹', 50)]",[],0
282,小綠人,,小綠人,[],[],0
283,新樂園,,新樂園,[],[],0
284,禾護,,禾護,"[('禾聯', 50), ('優護', 50), ('快護', 50)]",[],0
285,大潤發,,大潤發,[],[],0
286,華佗,,華佗,"[('華陀', 50), ('富華', 50), ('華冠', 50), ('西華', 50), ('愛華', 50), ('華菱', 50)]",[],0
287,飛利浦,,飛利浦,[],[],0
288,木槿花,,木槿花,[],[],0
289,極淨,,極淨,"[('極淨適', 80)]","[('極淨適', 80)]",1
290,上山採藥,,上山採藥,[],[],0
291,安田,,安田,"[('泰安', 50), ('濱田', 50), ('安安', 50), ('安雅', 50), ('上田', 50), ('安親', 50), ('田記', 50), ('安爽', 50), ('盛田', 50), ('御田', 50)]",[],0
292,御天犬,,御天犬,[],[],0
293,皇貓,,皇貓,"[('皇冠', 50), ('皇鼎', 50), ('品皇', 50)]",[],0
294,統欣生技,,統欣生技,"[('統欣生物科技', 80), ('台鹽生技', 50), ('信東生技', 50), ('統一生機', 50), ('台酒生技', 50), ('宏醫生技', 50), ('大醫生技', 50), ('遠東生技', 50), ('台海生技', 50), ('長庚生技', 50), ('三井生技', 50), ('鑫耀生技', 50), ('創益生技', 50)]","[('統欣生物科技', 80)]",1
295,開喜,,開喜,"[('七喜', 50), ('喜多', 50), ('愛喜', 50)]",[],0
296,初鹿鮮乳,,初鹿鮮乳,"[('初鹿', 67), ('光泉鮮乳', 50), ('初鹿牧場', 50), ('高大鮮乳', 50), ('台東初鹿', 50)]",[],0
297,享食尚,,享食尚,"[('享味食光', 57)]",[],0
298,美則,,美則,"[('義美', 50), ('美琪', 50), ('美樂', 50), ('美寧', 50), ('麗美', 50), ('源美', 50), ('美琦', 50), ('美的', 50)]",[],0
299,東泉,,東泉,"[('東成', 50), ('英泉', 50), ('東芝', 50), ('東元', 50), ('龍泉', 50), ('東凌', 50), ('東邦', 50), ('信東', 50), ('東銘', 50)]",[],0
300,信東生技,,信東生技,"[('遠東生技', 75), ('信東', 67), ('台鹽生技', 50), ('統欣生技', 50), ('台酒生技', 50), ('宏醫生技', 50), ('大醫生技', 50), ('台海生技', 50), ('長庚生技', 50), ('三井生技', 50), ('鑫耀生技', 50), ('創益生技', 50)]",[],0
301,膜力美肌,,膜力美肌,"[('美島水肌', 50)]",[],0
302,老協珍,,老協珍,[],[],0
303,比菲多,,比菲多,"[('比菲多質立', 75), ('比菲多優意思', 67), ('比菲多乳之初', 67)]",[],0
304,波爾,,波爾,"[('牛爾', 50), ('波力', 50), ('愛爾', 50), ('海爾', 50)]",[],0
305,美吾髮,,美吾髮,[],[],0
306,沙宣,,沙宣,[],[],0
307,三記,,三記,"[('三多', 50), ('寧記', 50), ('三洋', 50), ('田記', 50), ('福記', 50), ('德記', 50), ('李記', 50), ('三鷹', 50), ('三菱', 50)]",[],0
308,費拉拉,,費拉拉,[],[],0
309,諾寶,,諾寶,"[('寶亨', 50), ('聲寶', 50), ('寶僑', 50), ('寶馬', 50), ('寶路', 50), ('諾得', 50), ('鍋寶', 50), ('古寶', 50), ('藍寶', 50), ('寶島', 50), ('培寶', 50), ('旺寶', 50), ('珊諾', 50), ('諾資', 50), ('寶仕', 50), ('金寶', 50), ('奇寶', 50), ('威寶', 50)]",[],0
310,維他麥,,維他麥,"[('愛維他', 67), ('維他露', 67), ('鷹記維他', 57), ('維他盒子', 57)]",[],0
311,寶貝妮,,寶貝妮,"[('熊寶貝', 67), ('哄寶貝', 67), ('好寶貝', 67), ('彎彎寶貝', 57), ('吉尼寶貝', 57), ('寶貝餌子', 57)]",[],0
312,拌天下,,拌天下,"[('遊遍天下', 57)]",[],0
313,蓓比適,,蓓比適,[],[],0
314,禾聯,,禾聯,"[('禾護', 50), ('聯碩', 50), ('聯統', 50)]",[],0
315,午后時光,,午后時光,"[('幸福時光', 50)]",[],0
316,自然之綠,,自然之綠,"[('自然零', 57), ('自然派', 57), ('饅自然', 57), ('自然主義', 50)]",[],0
317,亞莉佳,,亞莉佳,[],[],0
318,日本獅王,,日本獅王,"[('日本花王', 75), ('日本味王', 75), ('獅王', 67), ('小獅王', 57), ('北日本', 57), ('日本石鹸', 50), ('日本三洋', 50)]",[],0
319,金色三麥,,金色三麥,[],[],0
320,濃韻,,濃韻,"[('蘭韻', 50)]",[],0
321,摩爾思,,摩爾思,"[('必爾思', 67), ('可爾必思', 57)]",[],0
322,晨捷,,晨捷,"[('晨昌', 50)]",[],0
323,博士巧思,,博士巧思,"[('博士美', 57), ('白博士', 57), ('艾克博士', 50), ('陸丁博士', 50), ('布朗博士', 50)]",[],0
324,華陀,,華陀,"[('華陀扶元堂', 57), ('華佗', 50), ('富華', 50), ('華冠', 50), ('西華', 50), ('愛華', 50), ('華菱', 50)]",[],0
325,牛乳石鹼,,牛乳石鹼,"[('第一石鹼', 50)]",[],0
326,拉麵道,,拉麵道,[],[],0
327,新格,,新格,"[('新生', 50), ('新味', 50), ('風格', 50), ('新奇', 50), ('鼎新', 50)]",[],0
328,野獸叢林,,野獸叢林,[],[],0
329,金車柏克金,,金車柏克金,"[('金車', 57), ('金金廣', 50)]",[],0
330,西螺農會,,西螺農會,"[('農會', 67), ('農會牌', 57), ('員山農會', 50), ('西螺大同', 50), ('羅東農會', 50)]",[],0
331,古道,,古道,"[('古寶', 50), ('古吉', 50)]",[],0
332,味全萬丹,,味全萬丹,"[('味全', 67), ('味丹', 67)]",[],0
333,松本清,,松本清,[],[],0
334,巴洛亞,,巴洛亞,[],[],0
335,鮮一杯,,鮮一杯,"[('鮮一番', 67)]",[],0
336,嘉士伯,,嘉士伯,[],[],0
337,台農,,台農,"[('台灣農林', 67), ('台農崙背', 67), ('台農燕巢', 67), ('台農鮮乳廠', 57), ('台中市農會', 57), ('台鹽', 50), ('台酒', 50), ('台啤', 50), ('農心', 50), ('台畜', 50), ('農會', 50), ('國農', 50), ('台鳳', 50), ('綠農', 50), ('台塑', 50), ('台麗', 50), ('興農', 50), ('台塩', 50)]",[],0
338,齒妍堂,,齒妍堂,[],[],0
339,遊遍天下,,遊遍天下,"[('拌天下', 57)]",[],0
340,可果美,,可果美,[],[],0
341,完美安可,,完美安可,[],[],0
342,喜又美,,喜又美,[],[],0
343,孝親,,孝親,"[('貝親', 50), ('安親', 50)]",[],0
344,京城之霜,,京城之霜,[],[],0
345,七喜,,七喜,"[('七星', 50), ('開喜', 50), ('喜多', 50), ('愛喜', 50)]",[],0
346,東芝,,東芝,"[('東成', 50), ('東泉', 50), ('東元', 50), ('東凌', 50), ('東邦', 50), ('信東', 50), ('東銘', 50)]",[],0
347,淺利佐助商店,,淺利佐助商店,[],[],0
348,一家人,,一家人,"[('一品夫人', 57)]",[],0
349,全健護,,全健護,[],[],0
350,滿意寶寶,,滿意寶寶,"[('熊寶寶', 57), ('獅子寶寶', 50)]",[],0
351,海之鮇,,海之鮇,[],[],0
352,德拉美,,德拉美,"[('菲蘇德美', 57)]",[],0
353,自然零,,自然零,"[('福樂自然零', 75), ('自然派', 67), ('饅自然', 67), ('自然之綠', 57), ('自然主義', 57), ('東森自然美', 50)]",[],0
354,水平衡,,水平衡,[],[],0
355,愛生活,,愛生活,"[('生活', 80), ('愛迪生', 67), ('索樂生活', 57), ('生活工場', 57), ('生活良好', 57)]","[('生活', 80)]",1
356,紅米,,紅米,"[('小米', 50), ('米家', 50), ('紅印', 50), ('京紅', 50), ('雲米', 50), ('紅牛', 50), ('米徠', 50), ('米物', 50)]",[],0
357,優先順,,優先順,[],[],0
358,牛爾,,牛爾,"[('波爾', 50), ('愛爾', 50), ('正牛', 50), ('海爾', 50), ('紅牛', 50)]",[],0
359,工研,,工研,"[('大研', 50), ('理研', 50), ('晶工', 50)]",[],0
360,皇雀咖啡,,皇雀咖啡,"[('女皇咖啡', 75), ('藏咖啡', 57), ('卡薩咖啡', 50), ('江鳥咖啡', 50), ('澤井咖啡', 50), ('伯朗咖啡', 50), ('咖啡廣場', 50), ('咖啡工廠', 50), ('興波咖啡', 50), ('熊愛咖啡', 50), ('微美咖啡', 50), ('愛戀咖啡', 50), ('樂家咖啡', 50), ('湛盧咖啡', 50), ('成真咖啡', 50)]",[],0
361,快潔適,,快潔適,[],[],0
362,吶一口,,吶一口,[],[],0
363,蕾妮亞,,蕾妮亞,[],[],0
364,橘平屋,,橘平屋,[],[],0
365,科沃斯,,科沃斯,[],[],0
366,喜多,,喜多,"[('三多', 50), ('多芬', 50), ('開喜', 50), ('七喜', 50), ('愛喜', 50), ('多哥', 50), ('多納', 50), ('巧多', 50)]",[],0
367,雙響泡,,雙響泡,[],[],0
368,滴露,,滴露,"[('海滴', 50), ('滴牌', 50), ('旺滴', 50)]",[],0
369,蓓爾麗,,蓓爾麗,[],[],0
370,富及第,,富及第,[],[],0
371,素飄香,,素飄香,[],[],0
372,艾克博士,,艾克博士,"[('博士美', 57), ('白博士', 57), ('博士巧思', 50), ('陸丁博士', 50), ('布朗博士', 50)]",[],0
373,悅氏茶品,,悅氏茶品,"[('悅氏', 67)]",[],0
374,達摩本草,,達摩本草,[],[],0
375,木村,,木村,"[('松木', 50)]",[],0
376,光泉豆漿,,光泉豆漿,"[('光泉鮮乳', 50)]",[],0
377,日本花王,,日本花王,"[('日本獅王', 75), ('日本味王', 75), ('花王', 67), ('北日本', 57), ('日本石鹸', 50), ('日本三洋', 50)]",[],0
378,志斌,,志斌,[],[],0
379,克補,,克補,"[('克寧', 50), ('蒂克', 50), ('貝克', 50)]",[],0
380,惠騰,,惠騰,"[('風騰', 50), ('國騰', 50), ('惠健', 50)]",[],0
381,御鼎興,,御鼎興,[],[],0
382,威瑪舒培,,威瑪舒培,[],[],0
383,克菲爾,,克菲爾,[],[],0
384,菲蘇德美,,菲蘇德美,"[('德拉美', 57)]",[],0
385,御衣坊,,御衣坊,"[('御膳坊', 67), ('億長御坊', 57)]",[],0
386,黑龍,,黑龍,"[('黑人', 50), ('龍鳳', 50), ('黑松', 50), ('金龍', 50), ('龍宏', 50), ('龍泉', 50), ('龍馬', 50), ('佳龍', 50)]",[],0
387,娘家,,娘家,"[('米家', 50), ('家福', 50), ('易家', 50)]",[],0
388,日本味王,,日本味王,"[('日本獅王', 75), ('日本花王', 75), ('味王', 67), ('味王麵', 57), ('北日本', 57), ('日本石鹸', 50), ('日本三洋', 50)]",[],0
389,愛喜,,愛喜,"[('開喜', 50), ('七喜', 50), ('喜多', 50), ('愛買', 50), ('愛力', 50), ('愛爾', 50), ('真愛', 50), ('臻愛', 50), ('愛康', 50), ('愛棒', 50), ('愛華', 50)]",[],0
390,金美克能,,金美克能,[],[],0
391,天文,,天文,"[('樂天', 50), ('天天', 50), ('參天', 50)]",[],0
392,包大人,,包大人,[],[],0
393,福樂頂級優酪,,福樂頂級優酪,"[('福樂低脂優酪', 67), ('光泉頂級鮮奶優酪', 57), ('福樂', 50)]",[],0
394,原燒貓罐,,原燒貓罐,[],[],0
395,員山農會,,員山農會,"[('農會', 67), ('農會牌', 57), ('西螺農會', 50), ('羅東農會', 50)]",[],0
396,紅茶花伝,,紅茶花伝,[],[],0
397,味味麵,,味味麵,"[('味王麵', 67), ('味味一品', 57)]",[],0
398,波力,,波力,"[('波爾', 50), ('愛力', 50), ('活力', 50)]",[],0
399,善存,,善存,"[('善得', 50)]",[],0
400,歐樂芬,,歐樂芬,[],[],0
401,必盛氏,,必盛氏,[],[],0
402,太和殿,,太和殿,[],[],0
403,艾惟諾,,艾惟諾,[],[],0
404,天使娜拉,,天使娜拉,[],[],0
405,艾維特,,艾維特,"[('艾美特', 67), ('艾特優', 67)]",[],0
406,統一瑞穗極制,,統一瑞穗極制,"[('統一瑞穗', 80), ('統一', 50)]","[('統一瑞穗', 80)]",1
407,茉莉茶園,,茉莉茶園,"[('御茶園', 57)]",[],0
408,摩斯,,摩斯,"[('斯斯', 50), ('耐斯', 50)]",[],0
409,微舒打,,微舒打,[],[],0
410,露得清,,露得清,"[('立得清', 67)]",[],0
411,慢熟,,慢熟,[],[],0
412,存元堂,,存元堂,"[('元氣堂', 67), ('華陀扶元堂', 50)]",[],0
413,山水,,山水,"[('千山淨水', 67), ('元山', 50), ('泰山', 50), ('雪山', 50), ('香山', 50), ('山森', 50), ('山崎', 50), ('山元', 50), ('山形', 50), ('豪山', 50), ('富山', 50), ('武山', 50), ('丸山', 50)]",[],0
414,樂金,,樂金,"[('刷樂', 50), ('大金', 50), ('樂邁', 50), ('金蘭', 50), ('丸金', 50), ('福樂', 50), ('樂天', 50), ('金龍', 50), ('金岡', 50), ('泡樂', 50), ('樂活', 50), ('金饌', 50), ('美樂', 50), ('金鹿', 50), ('樂趣', 50), ('金車', 50), ('金寶', 50)]",[],0
415,屏大,,屏大,"[('屏科大', 80), ('大金', 50), ('大正', 50), ('大研', 50), ('大河', 50), ('大醬', 50), ('大王', 50), ('大芳', 50), ('大昌', 50)]","[('屏科大', 80)]",1
416,御膳食堂,,御膳食堂,"[('食芋堂', 57), ('麻膳堂', 57), ('御膳坊', 57), ('阿舍食堂', 50), ('深夜食堂', 50)]",[],0
417,康是美,,康是美,"[('康是美自有品牌', 60)]",[],0
418,小夫妻拌麵,,小夫妻拌麵,"[('千拌麵', 50), ('曾拌麵', 50)]",[],0
419,愛買,,愛買,"[('愛喜', 50), ('愛力', 50), ('愛爾', 50), ('真愛', 50), ('臻愛', 50), ('愛康', 50), ('愛棒', 50), ('愛華', 50)]",[],0
420,藍寶,,藍寶,"[('寶亨', 50), ('聲寶', 50), ('寶僑', 50), ('寶馬', 50), ('寶路', 50), ('鍋寶', 50), ('古寶', 50), ('諾寶', 50), ('寶島', 50), ('培寶', 50), ('旺寶', 50), ('寶仕', 50), ('金寶', 50), ('奇寶', 50), ('威寶', 50)]",[],0
421,健安喜,,健安喜,[],[],0
422,日本三洋,,日本三洋,"[('三洋', 67), ('北日本', 57), ('日本石鹸', 50), ('日本獅王', 50), ('日本花王', 50), ('日本味王', 50), ('台灣三洋', 50)]",[],0
423,王牌,,王牌,"[('獅王', 50), ('虎牌', 50), ('花王', 50), ('味王', 50), ('滴牌', 50), ('菇王', 50), ('南王', 50), ('王朝', 50), ('大王', 50)]",[],0
424,安雅,,安雅,"[('泰安', 50), ('安安', 50), ('安田', 50), ('雅方', 50), ('安親', 50), ('雅保', 50), ('安爽', 50)]",[],0
425,植物的優,,植物的優,[],[],0
426,屏東監獄,,屏東監獄,[],[],0
427,統一蜜豆奶,,統一蜜豆奶,"[('統一', 57)]",[],0
428,添寧,,添寧,"[('寧記', 50), ('美寧', 50), ('克寧', 50)]",[],0
429,優級首選加州鮮乳,,優級首選加州鮮乳,[],[],0
430,肯尼士,,肯尼士,"[('紐約肯尼', 57)]",[],0
431,古寶無患子,,古寶無患子,"[('古寶', 57), ('古酵寶', 50)]",[],0
432,烤一百,,烤一百,[],[],0
433,西北,,西北,"[('川西', 50), ('西華', 50), ('老北', 50)]",[],0
434,星巴克,,星巴克,[],[],0
435,年方十八,,年方十八,[],[],0
436,白博士,,白博士,"[('博士美', 67), ('博士巧思', 57), ('艾克博士', 57), ('陸丁博士', 57), ('布朗博士', 57)]",[],0
437,無塵氏,,無塵氏,[],[],0
438,華陀扶元堂,,華陀扶元堂,"[('華陀', 57), ('存元堂', 50), ('元氣堂', 50)]",[],0
439,愛維他,,愛維他,"[('維他麥', 67), ('維他露', 67), ('鷹記維他', 57), ('維他盒子', 57)]",[],0
440,卡旺,,卡旺,"[('旺寶', 50), ('卡氛', 50), ('旺滴', 50)]",[],0
441,益妍莓后,,益妍莓后,[],[],0
442,新生活純鮮乳品,,新生活純鮮乳品,[],[],0
443,台塑生醫 醫之方,,台塑生醫 醫之方,"[('台塑生醫', 67), ('醫之方', 55)]",[],0
