,brand_ch,brand_en,cleaned_brand,sim,certain,U
904,美味小舖,,美味小舖,"[('美味關係', 50)]",[],0
905,21世紀,,21世紀,"[('世界紀行', 50)]",[],0
906,日喬恩,,日喬恩,"[('日落恩賜', 57)]",[],0
907,大本山,,大本山,[],[],0
908,火忍者,,火忍者,[],[],0
909,高橋,,高橋,[],[],0
910,生力啤,,生力啤,[],[],0
911,卡娜赫拉的小動物,,卡娜赫拉的小動物,[],[],0
912,島乃香,,島乃香,[],[],0
913,佳龍,,佳龍,"[('龍鳳', 50), ('黑龍', 50), ('金龍', 50), ('龍宏', 50), ('龍泉', 50), ('龍馬', 50), ('佳貝', 50)]",[],0
914,京都小川,,京都小川,[],[],0
915,必勝,,必勝,[],[],0
916,綾鷹,,綾鷹,"[('三鷹', 50)]",[],0
917,姍莎菈,,姍莎菈,[],[],0
918,寶益兒,,寶益兒,[],[],0
919,味滋康,,味滋康,[],[],0
920,活力廚坊,,活力廚坊,"[('活力廚房', 75), ('活力', 67), ('活力滋', 57), ('優活力', 57), ('亞尼活力', 50)]",[],0
921,永豐餘,,永豐餘,[],[],0
922,旺旺集團,,旺旺集團,"[('髮旺旺', 57), ('歷峰集團', 50)]",[],0
923,璞莉可,,璞莉可,[],[],0
924,立可樂,,立可樂,[],[],0
925,黃正宜,,黃正宜,[],[],0
926,赫里萊比,,赫里萊比,[],[],0
927,眷戀,,眷戀,"[('爵戀', 50), ('戀戀', 50)]",[],0
928,海瑞,,海瑞,"[('瑞春', 50), ('海昌', 50), ('海滴', 50), ('海爾', 50), ('海饌', 50), ('別海', 50)]",[],0
929,特樂舒,,特樂舒,[],[],0
930,女皇咖啡,,女皇咖啡,"[('皇雀咖啡', 75), ('藏咖啡', 57), ('卡薩咖啡', 50), ('江鳥咖啡', 50), ('澤井咖啡', 50), ('伯朗咖啡', 50), ('咖啡廣場', 50), ('咖啡工廠', 50), ('興波咖啡', 50), ('熊愛咖啡', 50), ('微美咖啡', 50), ('愛戀咖啡', 50), ('樂家咖啡', 50), ('湛盧咖啡', 50), ('成真咖啡', 50)]",[],0
931,國太樓,,國太樓,[],[],0
932,惠健,,惠健,"[('惠騰', 50)]",[],0
933,汪事如意,,汪事如意,[],[],0
934,麗美盛,,麗美盛,"[('麗美', 80), ('荷麗美加', 57)]","[('麗美', 80)]",1
935,濱川佐櫻,,濱川佐櫻,[],[],0
936,咖樂迪咖啡農場,,咖樂迪咖啡農場,"[('咖樂迪', 60), ('咖啡廣場', 55), ('樂家咖啡', 55)]",[],0
937,柏森牌,,柏森牌,[],[],0
938,歷峰集團,,歷峰集團,"[('旺旺集團', 50)]",[],0
939,特惠牌,,特惠牌,[],[],0
940,卡碧絲,,卡碧絲,[],[],0
941,椒井,,椒井,"[('澤井', 50), ('松井', 50)]",[],0
942,賀眾牌,,賀眾牌,[],[],0
943,伊藤園,,伊藤園,[],[],0
944,閃彩,,閃彩,[],[],0
945,其實豆製所,,其實豆製所,[],[],0
946,欣目益福,,欣目益福,[],[],0
947,臥龍咖啡工作室,,臥龍咖啡工作室,"[('鮮烘咖啡工作室', 71), ('咖啡工廠', 55)]",[],0
948,日濢,,日濢,"[('日清', 50), ('日虹', 50), ('日象', 50), ('日虎', 50), ('日青', 50), ('朝日', 50)]",[],0
949,歐仕派,,歐仕派,[],[],0
950,毛孩王,,毛孩王,[],[],0
951,小潔革命,,小潔革命,"[('益菌革命', 50)]",[],0
952,髮朵,,髮朵,"[('朵舒', 50), ('康朵', 50)]",[],0
953,鬼女神,,鬼女神,[],[],0
954,潔牙一番,,潔牙一番,"[('鮮一番', 57), ('燒鳥一番', 50), ('大炒一番', 50)]",[],0
955,丸秀,,丸秀,"[('丸金', 50), ('丸莊', 50), ('丸進', 50), ('丸山', 50), ('丸友', 50)]",[],0
956,太星電工,,太星電工,"[('中一電工', 50)]",[],0
957,瓦城,,瓦城,[],[],0
958,輝葉,,輝葉,"[('四葉', 50), ('楓葉', 50), ('銀輝', 50)]",[],0
959,瑰柏翠,,瑰柏翠,[],[],0
960,利百代,,利百代,[],[],0
961,比菲多乳之初,,比菲多乳之初,"[('比菲多', 67), ('比菲多質立', 55), ('比菲多優意思', 50)]",[],0
962,酷之泉,,酷之泉,"[('喜樂之泉', 57), ('高地之泉', 57)]",[],0
963,東凌,,東凌,"[('東成', 50), ('東泉', 50), ('東芝', 50), ('東元', 50), ('東邦', 50), ('信東', 50), ('東銘', 50)]",[],0
964,愛喵零食,,愛喵零食,[],[],0
965,克寧,,克寧,"[('克補', 50), ('添寧', 50), ('寧記', 50), ('美寧', 50), ('蒂克', 50), ('貝克', 50)]",[],0
966,吉尼寶貝,,吉尼寶貝,"[('熊寶貝', 57), ('哄寶貝', 57), ('寶貝妮', 57), ('好寶貝', 57), ('海吉尼斯', 50), ('彎彎寶貝', 50), ('寶貝餌子', 50)]",[],0
967,台塑,,台塑,"[('台塑生醫', 67), ('台鹽', 50), ('台酒', 50), ('台啤', 50), ('台農', 50), ('台畜', 50), ('台鳳', 50), ('台麗', 50), ('台塩', 50)]",[],0
968,朝日田野,,朝日田野,"[('朝日', 67)]",[],0
969,良爽,,良爽,"[('真爽', 50), ('良將', 50), ('安爽', 50)]",[],0
970,清淨園,,清淨園,"[('清淨海', 67)]",[],0
971,菲力家族,,菲力家族,"[('織眠家族', 50)]",[],0
972,皇鼎,,皇鼎,"[('皇貓', 50), ('皇冠', 50), ('品皇', 50), ('鼎新', 50)]",[],0
973,桃屋,,桃屋,"[('名屋', 50), ('虎屋', 50)]",[],0
974,生育家,,生育家,[],[],0
975,亮潔,,亮潔,"[('舒潔', 50), ('潔倍', 50), ('潔芬', 50), ('普潔', 50), ('睛亮', 50)]",[],0
976,羅密歐,,羅密歐,[],[],0
977,每朝,,每朝,"[('每朝健康', 67), ('王朝', 50), ('朝日', 50)]",[],0
978,愛引力,,愛引力,"[('愛力', 80), ('愛力根', 67), ('愛美力', 67)]","[('愛力', 80)]",1
979,康朵,,康朵,"[('正康', 50), ('楓康', 50), ('維康', 50), ('康萃', 50), ('朵舒', 50), ('康澤', 50), ('悠康', 50), ('髮朵', 50), ('康貝', 50), ('愛康', 50)]",[],0
980,雙星牌,,雙星牌,"[('雙燕牌', 67)]",[],0
981,古德狗,,古德狗,[],[],0
982,富士,,富士,"[('富士通', 80), ('邁士', 50), ('富統', 50), ('富華', 50), ('富山', 50)]","[('富士通', 80)]",1
983,格林全,,格林全,[],[],0
984,品皇,,品皇,"[('皇貓', 50), ('皇冠', 50), ('優品', 50), ('皇鼎', 50)]",[],0
985,統洋,,統洋,"[('統一', 50), ('富統', 50), ('三洋', 50), ('聯統', 50)]",[],0
986,詩沛格蘭,,詩沛格蘭,"[('詩丹雅蘭', 50)]",[],0
987,得意人生,,得意人生,"[('得意', 67), ('人生製藥', 50), ('甘味人生', 50)]",[],0
988,古酵寶,,古酵寶,"[('古寶', 80), ('古寶無患子', 50)]","[('古寶', 80)]",1
989,449乾麵舖,,449乾麵舖,[],[],0
990,新東陽,,新東陽,[],[],0
991,菲那絲,,菲那絲,[],[],0
992,大西洋,,大西洋,[],[],0
993,植淨美,,植淨美,[],[],0
994,福松,,福松,"[('黑松', 50), ('家福', 50), ('福樂', 50), ('福汎', 50), ('松井', 50), ('福記', 50), ('松木', 50)]",[],0
995,甘味人生,,甘味人生,"[('人生製藥', 50), ('得意人生', 50)]",[],0
996,斯斯,,斯斯,"[('摩斯', 50), ('耐斯', 50)]",[],0
997,鮮一番,,鮮一番,"[('鮮一杯', 67), ('燒鳥一番', 57), ('潔牙一番', 57), ('大炒一番', 57), ('福樂一番鮮', 50)]",[],0
998,蒸健康,,蒸健康,"[('健康力', 67), ('健康廚房', 57), ('健康曙光', 57), ('健康快遞', 57), ('健康物語', 57), ('每朝健康', 57), ('健康總匯', 57), ('愛伊健康', 57)]",[],0
999,饅自然,,饅自然,"[('自然零', 67), ('自然派', 67), ('自然之綠', 57), ('自然主義', 57), ('福樂自然零', 50), ('東森自然美', 50)]",[],0
1000,興波咖啡,,興波咖啡,"[('藏咖啡', 57), ('皇雀咖啡', 50), ('卡薩咖啡', 50), ('江鳥咖啡', 50), ('澤井咖啡', 50), ('伯朗咖啡', 50), ('咖啡廣場', 50), ('咖啡工廠', 50), ('女皇咖啡', 50), ('熊愛咖啡', 50), ('微美咖啡', 50), ('愛戀咖啡', 50), ('樂家咖啡', 50), ('湛盧咖啡', 50), ('成真咖啡', 50)]",[],0
1001,和成,,和成,"[('和平', 50), ('東成', 50), ('和味', 50)]",[],0
1002,草本24,,草本24,"[('草本風采', 50)]",[],0
1003,柳營牧場,,柳營牧場,"[('初鹿牧場', 50), ('飛牛牧場', 50), ('明全牧場', 50), ('禾香牧場', 50)]",[],0
1004,優豆君,,優豆君,[],[],0
1005,然植萃,,然植萃,"[('艾瑪植萃', 57)]",[],0
1006,力度伸,,力度伸,[],[],0
1007,健康快遞,,健康快遞,"[('健康力', 57), ('蒸健康', 57), ('健康廚房', 50), ('健康曙光', 50), ('健康物語', 50), ('每朝健康', 50), ('健康總匯', 50), ('愛伊健康', 50)]",[],0
1008,樂伊妥,,樂伊妥,[],[],0
1009,紅牛,,紅牛,"[('紅印', 50), ('紅米', 50), ('牛爾', 50), ('京紅', 50), ('正牛', 50)]",[],0
1010,飛牛牧場,,飛牛牧場,"[('初鹿牧場', 50), ('柳營牧場', 50), ('明全牧場', 50), ('禾香牧場', 50)]",[],0
1011,金寶,,金寶,"[('寶亨', 50), ('大金', 50), ('聲寶', 50), ('寶僑', 50), ('寶馬', 50), ('寶路', 50), ('金蘭', 50), ('丸金', 50), ('鍋寶', 50), ('古寶', 50), ('諾寶', 50), ('樂金', 50), ('藍寶', 50), ('寶島', 50), ('金龍', 50), ('金岡', 50), ('金饌', 50), ('培寶', 50), ('金鹿', 50)]",[],0
1012,愛瑞雅,,愛瑞雅,[],[],0
1013,安慕希,,安慕希,[],[],0
1014,松井,,松井,"[('黑松', 50), ('澤井', 50), ('椒井', 50), ('福松', 50), ('松木', 50)]",[],0
1015,荷麗美加,,荷麗美加,"[('麗美', 67), ('麗美盛', 57)]",[],0
1016,富兔康,,富兔康,[],[],0
1017,薇達,,薇達,"[('達能', 50)]",[],0
1018,片岡,,片岡,"[('岡本', 50), ('金岡', 50)]",[],0
1019,善得,,善得,"[('得意', 50), ('諾得', 50), ('善存', 50)]",[],0
1020,薰衣草森林,,薰衣草森林,[],[],0
1021,一引,,一引,"[('統一', 50)]",[],0
1022,巴馬,,巴馬,"[('寶馬', 50), ('施巴', 50), ('龍馬', 50), ('汗馬', 50)]",[],0
1023,加拿大國寶,,加拿大國寶,[],[],0
1024,旺滴,,旺滴,"[('滴露', 50), ('卡旺', 50), ('海滴', 50), ('旺寶', 50), ('滴牌', 50)]",[],0
1025,巧多,,巧多,"[('三多', 50), ('多芬', 50), ('喜多', 50), ('多哥', 50), ('多納', 50)]",[],0
1026,優力巾,,優力巾,"[('優活力', 67)]",[],0
1027,美神契約,,美神契約,[],[],0
1028,艾肯,,艾肯,"[('艾詩', 50)]",[],0
1029,統欣生物科技,,統欣生物科技,"[('統欣生技', 80)]","[('統欣生技', 80)]",1
1030,荷柏園,,荷柏園,[],[],0
1031,米徠,,米徠,"[('小米', 50), ('米家', 50), ('紅米', 50), ('雲米', 50), ('米物', 50)]",[],0
1032,寺岡家,,寺岡家,[],[],0
1033,日青,,日青,"[('日清', 50), ('日虹', 50), ('日象', 50), ('日虎', 50), ('日濢', 50), ('朝日', 50)]",[],0
1034,活力廚房,,活力廚房,"[('活力廚坊', 75), ('活力', 67), ('活力滋', 57), ('優活力', 57), ('健康廚房', 50), ('亞尼活力', 50), ('狗子廚房', 50)]",[],0
1035,呈禾康,,呈禾康,[],[],0
1036,華冠,,華冠,"[('桂冠', 50), ('華佗', 50), ('華陀', 50), ('皇冠', 50), ('富華', 50), ('西華', 50), ('愛華', 50), ('華菱', 50)]",[],0
1037,小七泡泡,,小七泡泡,[],[],0
1038,芙樂思,,芙樂思,[],[],0
1039,潘海利根,,潘海利根,"[('海尼根', 57)]",[],0
1040,福記,,福記,"[('家福', 50), ('福樂', 50), ('三記', 50), ('寧記', 50), ('田記', 50), ('福汎', 50), ('福松', 50), ('德記', 50), ('李記', 50)]",[],0
1041,元氣,,元氣,"[('元氣王', 80), ('元氣堂', 80), ('元山', 50), ('東元', 50), ('山元', 50), ('元歲', 50), ('狀元', 50), ('上元', 50)]","[('元氣王', 80), ('元氣堂', 80)]",1
1042,清銀露,,清銀露,[],[],0
1043,丸進,,丸進,"[('丸金', 50), ('丸莊', 50), ('丸秀', 50), ('丸山', 50), ('丸友', 50)]",[],0
1044,小牧好好,,小牧好好,[],[],0
1045,蔻蘿蘭,,蔻蘿蘭,[],[],0
1046,梨奧美,,梨奧美,[],[],0
1047,麗美,,麗美,"[('麗美盛', 80), ('荷麗美加', 67), ('義美', 50), ('美琪', 50), ('麗仕', 50), ('美則', 50), ('美樂', 50), ('麗白', 50), ('美寧', 50), ('麗莎', 50), ('源美', 50), ('麗奇', 50), ('台麗', 50), ('美琦', 50), ('美的', 50)]","[('麗美盛', 80)]",1
1048,傳貴,,傳貴,[],[],0
1049,健喬信元,,健喬信元,[],[],0
1050,義大利金杯咖啡,,義大利金杯咖啡,[],[],0
1051,理研,,理研,"[('工研', 50), ('大研', 50)]",[],0
1052,探險者,,探險者,[],[],0
1053,中華豪井,,中華豪井,[],[],0
1054,金展輝,,金展輝,[],[],0
1055,好日子,,好日子,[],[],0
1056,鼎新,,鼎新,"[('新生', 50), ('新格', 50), ('新味', 50), ('新奇', 50), ('皇鼎', 50)]",[],0
1057,茉娜姿,,茉娜姿,[],[],0
1058,米物,,米物,"[('小米', 50), ('米家', 50), ('紅米', 50), ('雲米', 50), ('米徠', 50)]",[],0
1059,氧視加,,氧視加,[],[],0
1060,愛迪生,,愛迪生,"[('愛生活', 67)]",[],0
1061,芭弗莎林,,芭弗莎林,[],[],0
1062,臻愛,,臻愛,"[('愛喜', 50), ('愛買', 50), ('愛力', 50), ('愛爾', 50), ('真愛', 50), ('愛康', 50), ('愛棒', 50), ('愛華', 50)]",[],0
1063,狐狸村,,狐狸村,[],[],0
1064,維多利亞的秘密,,維多利亞的秘密,[],[],0
1065,尚美德,,尚美德,[],[],0
1066,犬力食足,,犬力食足,[],[],0
1067,熊愛咖啡,,熊愛咖啡,"[('愛戀咖啡', 75), ('藏咖啡', 57), ('熊愛露', 57), ('皇雀咖啡', 50), ('卡薩咖啡', 50), ('江鳥咖啡', 50), ('澤井咖啡', 50), ('伯朗咖啡', 50), ('咖啡廣場', 50), ('咖啡工廠', 50), ('女皇咖啡', 50), ('興波咖啡', 50), ('微美咖啡', 50), ('樂家咖啡', 50), ('湛盧咖啡', 50), ('成真咖啡', 50)]",[],0
1068,北海道日高乳業,,北海道日高乳業,[],[],0
1069,中祥麵,,中祥麵,[],[],0
1070,芙玉寶,,芙玉寶,[],[],0
1071,健康物語,,健康物語,"[('健康力', 57), ('蒸健康', 57), ('健康廚房', 50), ('森林物語', 50), ('健康曙光', 50), ('健康快遞', 50), ('每朝健康', 50), ('健康總匯', 50), ('愛伊健康', 50), ('寵愛物語', 50)]",[],0
1072,上海灘阿杜,,上海灘阿杜,[],[],0
1073,活力,,活力,"[('活力滋', 80), ('優活力', 80), ('活力廚坊', 67), ('活力廚房', 67), ('亞尼活力', 67), ('優活', 50), ('生活', 50), ('波力', 50), ('愛力', 50), ('樂活', 50)]","[('活力滋', 80), ('優活力', 80)]",1
1074,立菱尹,,立菱尹,[],[],0
1075,德記,,德記,"[('威德', 50), ('三記', 50), ('寧記', 50), ('田記', 50), ('福記', 50), ('李記', 50)]",[],0
1076,吉妮斯,,吉妮斯,"[('海吉尼斯', 57)]",[],0
1077,木酢達人,,木酢達人,[],[],0
1078,八甲田,,八甲田,"[('六甲田莊', 57)]",[],0
1079,阿里山,,阿里山,[],[],0
1080,左岸,,左岸,[],[],0
1081,李記,,李記,"[('李錦記', 80), ('三記', 50), ('寧記', 50), ('田記', 50), ('福記', 50), ('德記', 50)]","[('李錦記', 80)]",1
1082,康貝,,康貝,"[('康貝特', 80), ('貝親', 50), ('貝恩', 50), ('正康', 50), ('楓康', 50), ('維康', 50), ('康萃', 50), ('康澤', 50), ('悠康', 50), ('康朵', 50), ('愛康', 50), ('佳貝', 50), ('貝克', 50)]","[('康貝特', 80)]",1
1083,鵑城牌,,鵑城牌,[],[],0
1084,臻豆坊,,臻豆坊,[],[],0
1085,寶貝餌子,,寶貝餌子,"[('熊寶貝', 57), ('哄寶貝', 57), ('寶貝妮', 57), ('好寶貝', 57), ('彎彎寶貝', 50), ('吉尼寶貝', 50)]",[],0
1086,元歲,,元歲,"[('元山', 50), ('東元', 50), ('山元', 50), ('元氣', 50), ('狀元', 50), ('千歲', 50), ('上元', 50)]",[],0
1087,比依,,比依,"[('雪比', 50), ('博比', 50)]",[],0
1088,男人香,,男人香,[],[],0
1089,川雲,,川雲,"[('雲谷', 50), ('雲米', 50), ('川西', 50), ('川中', 50)]",[],0
1090,百年薔薇,,百年薔薇,[],[],0
1091,大昌,,大昌,"[('大金', 50), ('大正', 50), ('屏大', 50), ('海昌', 50), ('大研', 50), ('大河', 50), ('大醬', 50), ('大王', 50), ('大芳', 50), ('晨昌', 50)]",[],0
1092,地中海,,地中海,[],[],0
1093,豪山,,豪山,"[('元山', 50), ('泰山', 50), ('雪山', 50), ('香山', 50), ('山森', 50), ('山水', 50), ('上豪', 50), ('山崎', 50), ('雙豪', 50), ('山元', 50), ('山形', 50), ('富山', 50), ('武山', 50), ('丸山', 50)]",[],0
1094,東邦,,東邦,"[('東成', 50), ('東泉', 50), ('東芝', 50), ('東元', 50), ('東凌', 50), ('信東', 50), ('東銘', 50)]",[],0
1095,誠泰,,誠泰,"[('泰安', 50), ('泰山', 50)]",[],0
1096,益瑞昇,,益瑞昇,[],[],0
1097,森萊富,,森萊富,[],[],0
1098,威靈頓,,威靈頓,[],[],0
1099,永新牌,,永新牌,"[('達新牌', 67), ('永信牌', 67), ('永用牌', 67)]",[],0
1100,鮮剖,,鮮剖,"[('藏鮮', 50)]",[],0
1101,蒂克,,蒂克,"[('克補', 50), ('克寧', 50), ('貝克', 50)]",[],0
1102,元進莊,,元進莊,[],[],0
1103,三鷹,,三鷹,"[('三多', 50), ('三記', 50), ('三洋', 50), ('綾鷹', 50), ('三菱', 50)]",[],0
1104,鋒味,,鋒味,"[('味全', 50), ('味丹', 50), ('味王', 50), ('新味', 50), ('厝味', 50), ('味榮', 50), ('和味', 50)]",[],0
1105,麗莎,,麗莎,"[('麗仕', 50), ('麗白', 50), ('麗美', 50), ('麗奇', 50), ('台麗', 50), ('伊麗莎白雅頓', 50)]",[],0
1106,愛美力,,愛美力,"[('愛力', 80), ('愛力根', 67), ('愛引力', 67)]","[('愛力', 80)]",1
1107,悅拭美,,悅拭美,[],[],0
1108,大師兄銷魂麵舖,,大師兄銷魂麵舖,[],[],0
1109,熊寶寶,,熊寶寶,"[('熊寶貝', 67), ('滿意寶寶', 57), ('獅子寶寶', 57)]",[],0
1110,源美,,源美,"[('義美', 50), ('美琪', 50), ('美則', 50), ('美樂', 50), ('美寧', 50), ('源珍', 50), ('麗美', 50), ('美琦', 50), ('美的', 50)]",[],0
1111,西華,,西華,"[('華佗', 50), ('華陀', 50), ('西北', 50), ('川西', 50), ('富華', 50), ('華冠', 50), ('愛華', 50), ('華菱', 50)]",[],0
1112,亞尼活力,,亞尼活力,"[('活力', 67), ('活力滋', 57), ('優活力', 57), ('活力廚坊', 50), ('活力廚房', 50), ('尼克亞力', 50)]",[],0
1113,戴春林,,戴春林,[],[],0
1114,愛司盟,,愛司盟,[],[],0
1115,水森活,,水森活,"[('綠森活', 67)]",[],0
1116,明星,,明星,"[('七星', 50), ('明治', 50), ('明宜', 50)]",[],0
1117,火霹靂,,火霹靂,[],[],0
1118,麗奇,,麗奇,"[('麗仕', 50), ('麗白', 50), ('新奇', 50), ('奇哥', 50), ('奇異', 50), ('麗美', 50), ('麗莎', 50), ('台麗', 50), ('奇寶', 50)]",[],0
1119,台麗,,台麗,"[('台鹽', 50), ('台酒', 50), ('台啤', 50), ('麗仕', 50), ('台農', 50), ('台畜', 50), ('台鳳', 50), ('麗白', 50), ('台塑', 50), ('麗美', 50), ('麗莎', 50), ('麗奇', 50), ('台塩', 50)]",[],0
1120,台灣三洋,,台灣三洋,"[('三洋', 67), ('台灣啤酒', 50), ('日本三洋', 50), ('台灣農林', 50), ('台灣好漁', 50), ('台灣伊日', 50), ('台灣g霸', 50), ('台灣好田', 50)]",[],0
1121,富山,,富山,"[('元山', 50), ('泰山', 50), ('雪山', 50), ('香山', 50), ('山森', 50), ('山水', 50), ('山崎', 50), ('富統', 50), ('山元', 50), ('山形', 50), ('富華', 50), ('富士', 50), ('豪山', 50), ('武山', 50), ('丸山', 50)]",[],0
1122,遠東生技,,遠東生技,"[('信東生技', 75), ('台鹽生技', 50), ('統欣生技', 50), ('台酒生技', 50), ('宏醫生技', 50), ('大醫生技', 50), ('台海生技', 50), ('長庚生技', 50), ('三井生技', 50), ('鑫耀生技', 50), ('創益生技', 50)]",[],0
1123,康迪斯,,康迪斯,[],[],0
1124,包寧安,,包寧安,[],[],0
1125,台海生技,,台海生技,"[('台鹽生技', 75), ('台酒生技', 75), ('統欣生技', 50), ('信東生技', 50), ('宏醫生技', 50), ('大醫生技', 50), ('台塑生醫', 50), ('遠東生技', 50), ('長庚生技', 50), ('三井生技', 50), ('鑫耀生技', 50), ('創益生技', 50)]",[],0
1126,雅如詩,,雅如詩,[],[],0
1127,六甲田莊,,六甲田莊,"[('八甲田', 57)]",[],0
1128,宏福牌,,宏福牌,"[('福華牌', 67)]",[],0
1129,微美咖啡,,微美咖啡,"[('藏咖啡', 57), ('皇雀咖啡', 50), ('卡薩咖啡', 50), ('江鳥咖啡', 50), ('澤井咖啡', 50), ('伯朗咖啡', 50), ('咖啡廣場', 50), ('咖啡工廠', 50), ('女皇咖啡', 50), ('興波咖啡', 50), ('熊愛咖啡', 50), ('愛戀咖啡', 50), ('樂家咖啡', 50), ('湛盧咖啡', 50), ('成真咖啡', 50)]",[],0
1130,愛戀咖啡,,愛戀咖啡,"[('熊愛咖啡', 75), ('藏咖啡', 57), ('皇雀咖啡', 50), ('卡薩咖啡', 50), ('江鳥咖啡', 50), ('澤井咖啡', 50), ('伯朗咖啡', 50), ('咖啡廣場', 50), ('咖啡工廠', 50), ('女皇咖啡', 50), ('興波咖啡', 50), ('微美咖啡', 50), ('樂家咖啡', 50), ('湛盧咖啡', 50), ('成真咖啡', 50)]",[],0
1131,優你可,,優你可,[],[],0
1132,百樂潔,,百樂潔,[],[],0
