,brand_ch,brand_en,cleaned_brand,sim,certain,U
1133,朝日,,朝日,"[('朝日田野', 67), ('日清', 50), ('日虹', 50), ('日象', 50), ('日虎', 50), ('王朝', 50), ('日濢', 50), ('每朝', 50), ('日青', 50)]",[],0
1134,歡樂派,,歡樂派,[],[],0
1135,伯爵,,伯爵,"[('伯朗', 50), ('尊爵', 50), ('爵戀', 50)]",[],0
1136,益豆之優,,益豆之優,"[('舒益優', 57)]",[],0
1137,湯姆盛,,湯姆盛,[],[],0
1138,北海道大雪山,,北海道大雪山,"[('雪山', 50)]",[],0
1139,北的快適工房,,北的快適工房,[],[],0
1140,德妍思,,德妍思,[],[],0
1141,海饌,,海饌,"[('海昌', 50), ('金饌', 50), ('海滴', 50), ('海爾', 50), ('海瑞', 50), ('別海', 50)]",[],0
1142,小太陽,,小太陽,[],[],0
1143,民生,,民生,"[('嬌生', 50), ('優生', 50), ('新生', 50), ('生活', 50)]",[],0
1144,頂燒,,頂燒,"[('頂好', 50)]",[],0
1145,信東,,信東,"[('信東生技', 67), ('東成', 50), ('東泉', 50), ('東芝', 50), ('東元', 50), ('東凌', 50), ('東邦', 50), ('永信', 50), ('東銘', 50)]",[],0
1146,別海,,別海,"[('海昌', 50), ('海滴', 50), ('海爾', 50), ('海瑞', 50), ('海饌', 50)]",[],0
1147,愛康,,愛康,"[('愛爾康', 80), ('愛益康', 80), ('愛伊健康', 67), ('愛喜', 50), ('愛買', 50), ('愛力', 50), ('正康', 50), ('楓康', 50), ('愛爾', 50), ('維康', 50), ('康萃', 50), ('康澤', 50), ('悠康', 50), ('真愛', 50), ('康朵', 50), ('臻愛', 50), ('康貝', 50), ('愛棒', 50), ('愛華', 50)]","[('愛爾康', 80), ('愛益康', 80)]",1
1148,德瑪愛,,德瑪愛,[],[],0
1149,髮蔓濃,,髮蔓濃,[],[],0
1150,大嚐津,,大嚐津,[],[],0
1151,睛亮,,睛亮,"[('亮潔', 50)]",[],0
1152,歐米豆,,歐米豆,[],[],0
1153,六合,,六合,"[('合興', 50)]",[],0
1154,莫札特,,莫札特,[],[],0
1155,永信,,永信,"[('永信牌', 80), ('永信藥品', 67), ('信東', 50)]","[('永信牌', 80)]",1
1156,樂家咖啡,,樂家咖啡,"[('藏咖啡', 57), ('咖樂迪咖啡農場', 55), ('皇雀咖啡', 50), ('卡薩咖啡', 50), ('江鳥咖啡', 50), ('澤井咖啡', 50), ('伯朗咖啡', 50), ('咖啡廣場', 50), ('咖啡工廠', 50), ('女皇咖啡', 50), ('興波咖啡', 50), ('熊愛咖啡', 50), ('微美咖啡', 50), ('愛戀咖啡', 50), ('湛盧咖啡', 50), ('成真咖啡', 50)]",[],0
1157,南亞牌,,南亞牌,[],[],0
1158,優護,,優護,"[('優生', 50), ('優活', 50), ('禾護', 50), ('優品', 50), ('優柏', 50), ('快護', 50)]",[],0
1159,艾特優,,艾特優,"[('艾維特', 67), ('艾美特', 67)]",[],0
1160,船山舒雞,,船山舒雞,[],[],0
1161,植英房,,植英房,"[('植妍房', 67)]",[],0
1162,明全牧場,,明全牧場,"[('初鹿牧場', 50), ('柳營牧場', 50), ('飛牛牧場', 50), ('禾香牧場', 50)]",[],0
1163,東森耐斯,,東森耐斯,"[('耐斯', 67)]",[],0
1164,菇王食品,,菇王食品,"[('菇王', 67)]",[],0
1165,狀元,,狀元,"[('元山', 50), ('東元', 50), ('山元', 50), ('元氣', 50), ('元歲', 50), ('上元', 50)]",[],0
1166,瑪宣妮,,瑪宣妮,[],[],0
1167,史努比,,史努比,[],[],0
1168,再再之在,,再再之在,[],[],0
1169,莊淑旂養生莊園,,莊淑旂養生莊園,[],[],0
1170,真鍋,,真鍋,"[('真爽', 50), ('鍋寶', 50), ('真愛', 50), ('牧真', 50)]",[],0
1171,和田寬,,和田寬,"[('和田順', 67), ('和田館', 67)]",[],0
1172,必安住,,必安住,[],[],0
1173,武山,,武山,"[('元山', 50), ('泰山', 50), ('雪山', 50), ('香山', 50), ('山森', 50), ('山水', 50), ('山崎', 50), ('山元', 50), ('山形', 50), ('豪山', 50), ('富山', 50), ('丸山', 50)]",[],0
1174,天然磨坊,,天然磨坊,"[('天然一膳', 50), ('伊頌天然', 50)]",[],0
1175,非寵不可,,非寵不可,[],[],0
1176,沐可麗,,沐可麗,[],[],0
1177,山豬園,,山豬園,[],[],0
1178,好朋友,,好朋友,[],[],0
1179,路易莎,,路易莎,[],[],0
1180,白象,,白象,"[('白鴿', 50), ('象印', 50), ('白人', 50), ('白雪', 50), ('日象', 50), ('麗白', 50)]",[],0
1181,丸山,,丸山,"[('元山', 50), ('泰山', 50), ('丸金', 50), ('雪山', 50), ('香山', 50), ('山森', 50), ('丸莊', 50), ('山水', 50), ('山崎', 50), ('山元', 50), ('山形', 50), ('丸秀', 50), ('丸進', 50), ('豪山', 50), ('富山', 50), ('武山', 50), ('丸友', 50)]",[],0
1182,陸丁博士,,陸丁博士,"[('博士美', 57), ('白博士', 57), ('博士巧思', 50), ('艾克博士', 50), ('布朗博士', 50)]",[],0
1183,派仕,,派仕,"[('麗仕', 50), ('威仕', 50), ('名仕', 50), ('寶仕', 50)]",[],0
1184,川中,,川中,"[('川西', 50), ('川雲', 50)]",[],0
1185,丸友,,丸友,"[('丸金', 50), ('丸莊', 50), ('丸秀', 50), ('丸進', 50), ('丸山', 50)]",[],0
1186,東銘,,東銘,"[('東成', 50), ('東泉', 50), ('東芝', 50), ('東元', 50), ('東凌', 50), ('東邦', 50), ('信東', 50)]",[],0
1187,雄獅,,雄獅,"[('獅王', 50)]",[],0
1188,自白肌,,自白肌,[],[],0
1189,齒方籤,,齒方籤,[],[],0
1190,每朝健康,,每朝健康,"[('每朝', 67), ('健康力', 57), ('蒸健康', 57), ('健康廚房', 50), ('健康曙光', 50), ('健康快遞', 50), ('健康物語', 50), ('健康總匯', 50), ('愛伊健康', 50)]",[],0
1191,益菌革命,,益菌革命,"[('小潔革命', 50)]",[],0
1192,好寶貝,,好寶貝,"[('熊寶貝', 67), ('哄寶貝', 67), ('寶貝妮', 67), ('彎彎寶貝', 57), ('吉尼寶貝', 57), ('寶貝餌子', 57)]",[],0
1193,全植媽媽,,全植媽媽,[],[],0
1194,舒珊,,舒珊,"[('舒潔', 50), ('舒跑', 50), ('朵舒', 50), ('珊諾', 50), ('舒澡', 50)]",[],0
1195,奇寶,,奇寶,"[('寶亨', 50), ('聲寶', 50), ('寶僑', 50), ('寶馬', 50), ('寶路', 50), ('鍋寶', 50), ('古寶', 50), ('諾寶', 50), ('藍寶', 50), ('寶島', 50), ('培寶', 50), ('旺寶', 50), ('寶仕', 50), ('新奇', 50), ('奇哥', 50), ('奇異', 50), ('金寶', 50), ('麗奇', 50), ('威寶', 50)]",[],0
1196,佳貝,,佳貝,"[('貝親', 50), ('貝恩', 50), ('佳龍', 50), ('康貝', 50), ('貝克', 50)]",[],0
1197,美娜多,,美娜多,[],[],0
1198,巷口乾麵,,巷口乾麵,"[('大乾麵', 57), ('大甲乾麵', 50)]",[],0
1199,大炒一番,,大炒一番,"[('鮮一番', 57), ('燒鳥一番', 50), ('潔牙一番', 50)]",[],0
1200,御皇居,,御皇居,[],[],0
1201,元氣王,,元氣王,"[('元氣', 80), ('元氣堂', 67)]","[('元氣', 80)]",1
1202,創鮮家,,創鮮家,[],[],0
1203,健康總匯,,健康總匯,"[('健康力', 57), ('蒸健康', 57), ('健康廚房', 50), ('健康曙光', 50), ('健康快遞', 50), ('健康物語', 50), ('每朝健康', 50), ('愛伊健康', 50)]",[],0
1204,松木,,松木,"[('黑松', 50), ('木村', 50), ('福松', 50), ('松井', 50)]",[],0
1205,百喬生醫,,百喬生醫,"[('百喬', 67), ('義美生醫', 50), ('大研生醫', 50), ('船井生醫', 50), ('台塑生醫', 50), ('陽明生醫', 50)]",[],0
1206,達能,,達能,"[('薇達', 50)]",[],0
1207,凱娜,,凱娜,"[('凱飛', 50)]",[],0
1208,十味觀,,十味觀,[],[],0
1209,小銅板,,小銅板,[],[],0
1210,韓國2080,,韓國2080,[],[],0
1211,金牌大師,,金牌大師,"[('麵大師', 57), ('健身大師', 50)]",[],0
1212,草本風采,,草本風采,"[('草本24', 50)]",[],0
1213,肯麥斯,,肯麥斯,[],[],0
1214,幸福花浴,,幸福花浴,"[('幸福時光', 50), ('幸福流域', 50)]",[],0
1215,長庚生技,,長庚生技,"[('長庚', 67), ('台鹽生技', 50), ('統欣生技', 50), ('信東生技', 50), ('台酒生技', 50), ('宏醫生技', 50), ('大醫生技', 50), ('遠東生技', 50), ('台海生技', 50), ('三井生技', 50), ('鑫耀生技', 50), ('創益生技', 50)]",[],0
1216,伊麗莎白雅頓,,伊麗莎白雅頓,"[('麗白', 50), ('麗莎', 50)]",[],0
1217,人可和,,人可和,[],[],0
1218,純萃喝,,純萃喝,"[('純粹喝', 67)]",[],0
1219,博比,,博比,"[('雪比', 50), ('比依', 50)]",[],0
1220,三菱,,三菱,"[('三菱電機', 67), ('三多', 50), ('三記', 50), ('三洋', 50), ('三鷹', 50), ('華菱', 50)]",[],0
1221,呼嚕貓,,呼嚕貓,[],[],0
1222,婦樂寧,,婦樂寧,[],[],0
1223,貝克,,貝克,"[('貝親', 50), ('貝恩', 50), ('克補', 50), ('克寧', 50), ('康貝', 50), ('蒂克', 50), ('佳貝', 50)]",[],0
1224,可立潔,,可立潔,[],[],0
1225,248農學市集,,248農學市集,[],[],0
1226,愛恩富,,愛恩富,[],[],0
1227,快護,,快護,"[('禾護', 50), ('優護', 50)]",[],0
1228,咖樂迪,,咖樂迪,"[('咖樂迪咖啡農場', 60)]",[],0
1229,頂尖國際,,頂尖國際,"[('國際', 67), ('國際牌', 57), ('明洞國際', 50)]",[],0
1230,布瓦宏,,布瓦宏,[],[],0
1231,黃金盾,,黃金盾,[],[],0
1232,永用牌,,永用牌,"[('永信牌', 67), ('永新牌', 67), ('實用牌', 67)]",[],0
1233,悠安美,,悠安美,[],[],0
1234,台灣g霸,,台灣g霸,"[('台灣啤酒', 50), ('台灣農林', 50), ('台灣好漁', 50), ('台灣伊日', 50), ('台灣三洋', 50), ('台灣好田', 50)]",[],0
1235,晶工,,晶工,"[('工研', 50), ('晶鈺', 50)]",[],0
1236,富士通,,富士通,"[('富士', 80)]","[('富士', 80)]",1
1237,耐斯,,耐斯,"[('東森耐斯', 67), ('摩斯', 50), ('斯斯', 50)]",[],0
1238,哈妮來,,哈妮來,[],[],0
1239,興農,,興農,"[('農心', 50), ('台農', 50), ('農會', 50), ('國農', 50), ('綠農', 50), ('合興', 50)]",[],0
1240,愛棒,,愛棒,"[('愛喜', 50), ('愛買', 50), ('愛力', 50), ('愛爾', 50), ('真愛', 50), ('臻愛', 50), ('愛康', 50), ('愛華', 50)]",[],0
1241,羅多倫和餐,,羅多倫和餐,[],[],0
1242,艾瑪植萃,,艾瑪植萃,"[('然植萃', 57), ('艾瑪花園', 50)]",[],0
1243,蓓蕊,,蓓蕊,[],[],0
1244,天然一膳,,天然一膳,"[('天然磨坊', 50), ('伊頌天然', 50)]",[],0
1245,妙可適,,妙可適,[],[],0
1246,三井生技,,三井生技,"[('台鹽生技', 50), ('統欣生技', 50), ('信東生技', 50), ('船井生醫', 50), ('台酒生技', 50), ('宏醫生技', 50), ('大醫生技', 50), ('遠東生技', 50), ('台海生技', 50), ('長庚生技', 50), ('鑫耀生技', 50), ('創益生技', 50)]",[],0
1247,布朗博士,,布朗博士,"[('博士美', 57), ('白博士', 57), ('紅布朗', 57), ('博士巧思', 50), ('艾克博士', 50), ('陸丁博士', 50)]",[],0
1248,美的冒泡,,美的冒泡,"[('美的', 67)]",[],0
1249,千歲,,千歲,"[('元歲', 50)]",[],0
1250,愛接觸,,愛接觸,[],[],0
1251,富力森,,富力森,[],[],0
1252,豆腐盛田屋,,豆腐盛田屋,"[('盛田', 57)]",[],0
1253,必爾思,,必爾思,"[('摩爾思', 67), ('可爾必思', 57)]",[],0
1254,陽明生醫,,陽明生醫,"[('義美生醫', 50), ('大研生醫', 50), ('船井生醫', 50), ('台塑生醫', 50), ('百喬生醫', 50)]",[],0
1255,綺緣,,綺緣,"[('隨緣', 50)]",[],0
1256,實用牌,,實用牌,"[('永用牌', 67)]",[],0
1257,安娜蘇,,安娜蘇,[],[],0
1258,愛伊健康,,愛伊健康,"[('愛康', 67), ('愛爾康', 57), ('健康力', 57), ('蒸健康', 57), ('愛益康', 57), ('健康廚房', 50), ('健康曙光', 50), ('健康快遞', 50), ('健康物語', 50), ('每朝健康', 50), ('健康總匯', 50)]",[],0
1259,上品王,,上品王,[],[],0
1260,典豆成金,,典豆成金,[],[],0
1261,蜜蜂工坊,,蜜蜂工坊,"[('金蜜蜂', 57), ('橘子工坊', 50), ('酵速工坊', 50)]",[],0
1262,森產業,,森產業,[],[],0
1263,愛益康,,愛益康,"[('愛康', 80), ('愛爾康', 67), ('愛伊健康', 57)]","[('愛康', 80)]",1
1264,晨昌,,晨昌,"[('晨捷', 50), ('海昌', 50), ('大昌', 50)]",[],0
1265,狗子廚房,,狗子廚房,"[('健康廚房', 50), ('活力廚房', 50)]",[],0
1266,醬本缸,,醬本缸,[],[],0
1267,合家歡,,合家歡,[],[],0
1268,彩虹雨點,,彩虹雨點,[],[],0
1269,恩特萬,,恩特萬,[],[],0
1270,華麗牌,,華麗牌,"[('福華牌', 67)]",[],0
1271,宏裕行,,宏裕行,[],[],0
1272,優廚寶,,優廚寶,[],[],0
1273,長庚,,長庚,"[('長庚生技', 67), ('長壽', 50)]",[],0
1274,本家生機,,本家生機,"[('統一生機', 50), ('稻屋生機', 50), ('綠藤生機', 50)]",[],0
1275,朵蔓朵蓮,,朵蔓朵蓮,[],[],0
1276,麗仁堂,,麗仁堂,[],[],0
1277,鑫耀生技,,鑫耀生技,"[('台鹽生技', 50), ('統欣生技', 50), ('信東生技', 50), ('台酒生技', 50), ('宏醫生技', 50), ('大醫生技', 50), ('遠東生技', 50), ('台海生技', 50), ('長庚生技', 50), ('三井生技', 50), ('創益生技', 50)]",[],0
1278,蜂鳥,,蜂鳥,"[('卜蜂', 50)]",[],0
1279,垣戊,,垣戊,[],[],0
1280,伊賀越,,伊賀越,[],[],0
1281,印象之美,,印象之美,[],[],0
1282,御田,,御田,"[('濱田', 50), ('安田', 50), ('上田', 50), ('田記', 50), ('盛田', 50)]",[],0
1283,天然保健所,,天然保健所,[],[],0
1284,蹺蹺板小姐,,蹺蹺板小姐,[],[],0
1285,比利時凱瑞克,,比利時凱瑞克,[],[],0
1286,美私樂,,美私樂,"[('美樂', 80)]","[('美樂', 80)]",1
1287,聯統,,聯統,"[('禾聯', 50), ('統一', 50), ('富統', 50), ('聯碩', 50), ('統洋', 50)]",[],0
1288,雙燕牌,,雙燕牌,"[('雙飛燕', 67), ('雙星牌', 67)]",[],0
1289,合興,,合興,"[('六合', 50), ('興農', 50)]",[],0
1290,元園廖媽媽,,元園廖媽媽,[],[],0
1291,元氣堂,,元氣堂,"[('元氣', 80), ('存元堂', 67), ('元氣王', 67), ('華陀扶元堂', 50)]","[('元氣', 80)]",1
1292,卡維亞,,卡維亞,[],[],0
1293,仙女牌,,仙女牌,[],[],0
1294,愛華,,愛華,"[('華佗', 50), ('華陀', 50), ('愛喜', 50), ('愛買', 50), ('愛力', 50), ('愛爾', 50), ('富華', 50), ('真愛', 50), ('華冠', 50), ('臻愛', 50), ('西華', 50), ('愛康', 50), ('愛棒', 50), ('華菱', 50)]",[],0
1295,緣蘋果,,緣蘋果,"[('蘋果西打', 57)]",[],0
1296,威寶,,威寶,"[('寶亨', 50), ('百威', 50), ('聲寶', 50), ('寶僑', 50), ('勁威', 50), ('寶馬', 50), ('寶路', 50), ('鍋寶', 50), ('古寶', 50), ('威德', 50), ('諾寶', 50), ('藍寶', 50), ('威仕', 50), ('寶島', 50), ('培寶', 50), ('旺寶', 50), ('寶仕', 50), ('金寶', 50), ('奇寶', 50)]",[],0
1297,機植之丘,,機植之丘,[],[],0
1298,鱷魚,,鱷魚,[],[],0
1299,阿德比,,阿德比,[],[],0
1300,水涓肌,,水涓肌,"[('美島水肌', 57)]",[],0
1301,和田館,,和田館,"[('和田順', 67), ('和田寬', 67)]",[],0
1302,易家,,易家,"[('米家', 50), ('家福', 50), ('娘家', 50)]",[],0
1303,茶月,,茶月,"[('靠茶', 50)]",[],0
1304,凡爾賽玫瑰,,凡爾賽玫瑰,[],[],0
1305,滴滴鮮,,滴滴鮮,[],[],0
1306,汗馬,,汗馬,"[('寶馬', 50), ('龍馬', 50), ('巴馬', 50)]",[],0
1307,楓葉,,楓葉,"[('四葉', 50), ('楓康', 50), ('輝葉', 50)]",[],0
1308,大興吉,,大興吉,[],[],0
1309,小風鈴,,小風鈴,[],[],0
1310,崇德發,,崇德發,[],[],0
1311,生態綠,,生態綠,[],[],0
1312,尼克亞力,,尼克亞力,"[('亞尼活力', 50)]",[],0
1313,卵肌本舖,,卵肌本舖,[],[],0
1314,湛盧咖啡,,湛盧咖啡,"[('湛盧', 67), ('藏咖啡', 57), ('皇雀咖啡', 50), ('卡薩咖啡', 50), ('江鳥咖啡', 50), ('澤井咖啡', 50), ('伯朗咖啡', 50), ('咖啡廣場', 50), ('咖啡工廠', 50), ('女皇咖啡', 50), ('興波咖啡', 50), ('熊愛咖啡', 50), ('微美咖啡', 50), ('愛戀咖啡', 50), ('樂家咖啡', 50), ('成真咖啡', 50)]",[],0
1315,奇格利爾,,奇格利爾,[],[],0
1316,綠藤生機,,綠藤生機,"[('統一生機', 50), ('稻屋生機', 50), ('本家生機', 50)]",[],0
1317,東森自然美,,東森自然美,"[('自然零', 50), ('自然派', 50), ('饅自然', 50)]",[],0
1318,美膳雅,,美膳雅,[],[],0
1319,成真咖啡,,成真咖啡,"[('藏咖啡', 57), ('皇雀咖啡', 50), ('卡薩咖啡', 50), ('江鳥咖啡', 50), ('澤井咖啡', 50), ('伯朗咖啡', 50), ('咖啡廣場', 50), ('咖啡工廠', 50), ('女皇咖啡', 50), ('興波咖啡', 50), ('熊愛咖啡', 50), ('微美咖啡', 50), ('愛戀咖啡', 50), ('樂家咖啡', 50), ('湛盧咖啡', 50)]",[],0
1320,牧真,,牧真,"[('真爽', 50), ('牧實', 50), ('真愛', 50), ('真鍋', 50)]",[],0
1321,銀輝,,銀輝,"[('輝葉', 50)]",[],0
1322,熊愛露,,熊愛露,"[('熊愛咖啡', 57)]",[],0
1323,家倍健,,家倍健,[],[],0
1324,赤穗化成,,赤穗化成,[],[],0
1325,瘋喵,,瘋喵,[],[],0
1326,久保雅司,,久保雅司,[],[],0
1327,正豐,,正豐,"[('大正', 50), ('正康', 50), ('正牛', 50)]",[],0
1328,老北,,老北,"[('西北', 50)]",[],0
1329,幸福時光,,幸福時光,"[('午后時光', 50), ('幸福花浴', 50), ('幸福流域', 50)]",[],0
1330,普洛斯,,普洛斯,[],[],0
1331,哈亞,,哈亞,[],[],0
1332,夫力士,,夫力士,"[('健力士', 67)]",[],0
1333,綠地,,綠地,"[('綠的', 50), ('綠農', 50)]",[],0
1334,順光,,順光,[],[],0
1335,唐美人,,唐美人,[],[],0
1336,七里香,,七里香,[],[],0
1337,優識立,,優識立,[],[],0
1338,牙得安,,牙得安,[],[],0
1339,毛穴撫子,,毛穴撫子,"[('齒磨撫子', 50)]",[],0
1340,蘭韻,,蘭韻,"[('金蘭', 50), ('濃韻', 50)]",[],0
1341,寵愛物語,,寵愛物語,"[('森林物語', 50), ('全球寵物', 50), ('寵物夥伴', 50), ('健康物語', 50)]",[],0
1342,幸福流域,,幸福流域,"[('幸福花浴', 50), ('幸福時光', 50)]",[],0
1343,金金廣,,金金廣,"[('金車柏克金', 50)]",[],0
1344,享夢城堡,,享夢城堡,[],[],0
1345,丸龜製套,,丸龜製套,[],[],0
1346,九陽,,九陽,[],[],0
1347,台灣好田,,台灣好田,"[('台灣好漁', 75), ('台灣啤酒', 50), ('台灣農林', 50), ('台灣伊日', 50), ('台灣三洋', 50), ('台灣g霸', 50)]",[],0
1348,領航家,,領航家,[],[],0
1349,小禮堂,,小禮堂,[],[],0
1350,禾香牧場,,禾香牧場,"[('初鹿牧場', 50), ('柳營牧場', 50), ('飛牛牧場', 50), ('明全牧場', 50)]",[],0
1351,美琦,,美琦,"[('義美', 50), ('美琪', 50), ('美則', 50), ('美樂', 50), ('美寧', 50), ('麗美', 50), ('源美', 50), ('美的', 50)]",[],0
1352,潤姬桃子,,潤姬桃子,[],[],0
1353,虎牙,,虎牙,"[('虎牌', 50), ('臺虎', 50), ('虎屋', 50), ('日虎', 50)]",[],0
1354,伊頌天然,,伊頌天然,"[('天然磨坊', 50), ('天然一膳', 50)]",[],0
1355,花園,,花園,"[('艾瑪花園', 67), ('花王', 50), ('絲花', 50)]",[],0
1356,和味,,和味,"[('味全', 50), ('和平', 50), ('味丹', 50), ('味王', 50), ('新味', 50), ('厝味', 50), ('味榮', 50), ('和成', 50), ('鋒味', 50)]",[],0
1357,名悅,,名悅,"[('悅氏', 50), ('名屋', 50), ('名仕', 50)]",[],0
1358,台農燕巢,,台農燕巢,"[('台農', 67), ('台灣農林', 50), ('台農崙背', 50)]",[],0
1359,無天家,,無天家,[],[],0
1360,紐麥福,,紐麥福,[],[],0
1361,光泉頂級鮮奶優酪,,光泉頂級鮮奶優酪,"[('福樂頂級優酪', 57), ('光泉鮮乳', 50)]",[],0
1362,土羊哥,,土羊哥,[],[],0
1363,創益生技,,創益生技,"[('台鹽生技', 50), ('統欣生技', 50), ('信東生技', 50), ('台酒生技', 50), ('宏醫生技', 50), ('大醫生技', 50), ('遠東生技', 50), ('台海生技', 50), ('長庚生技', 50), ('三井生技', 50), ('鑫耀生技', 50)]",[],0
1364,日虹牌,,日虹牌,"[('日虹', 80)]","[('日虹', 80)]",1
1365,美的,,美的,"[('美的冒泡', 67), ('義美', 50), ('美琪', 50), ('美則', 50), ('綠的', 50), ('美樂', 50), ('美寧', 50), ('麗美', 50), ('源美', 50), ('美琦', 50)]",[],0
1366,百喬,,百喬,"[('百喬生醫', 67), ('百威', 50), ('百齡', 50)]",[],0
1367,綠森活,,綠森活,"[('水森活', 67)]",[],0
1368,小澤,,小澤,"[('小米', 50), ('康澤', 50), ('澤井', 50)]",[],0
1369,唯浴雅,,唯浴雅,"[('唯潔雅', 67)]",[],0
1370,華菱,,華菱,"[('華佗', 50), ('華陀', 50), ('富華', 50), ('華冠', 50), ('西華', 50), ('三菱', 50), ('愛華', 50)]",[],0
1371,台塩,,台塩,"[('台鹽', 50), ('台酒', 50), ('台啤', 50), ('台農', 50), ('台畜', 50), ('台鳳', 50), ('台塑', 50), ('台麗', 50)]",[],0
1372,上元,,上元,"[('元山', 50), ('上豪', 50), ('東元', 50), ('上田', 50), ('山元', 50), ('元氣', 50), ('元歲', 50), ('狀元', 50)]",[],0
1373,富基-10,,富基-10,[],[],0
1374,一午一食,,一午一食,[],[],0
